SEXO	EDAD	HORARIO	JORNADA	TiempoLAB	TiempoCUIDADO	DIASEMANA
M	16_34	0	SinOcup	17400	0	5
M	35_59	1	DescansoNOTRAB	0	3300	7
M	35_59	3	Normal	25200	0	7
M	35_59	3	Normal	38700	0	5
F	35_59	0	SinOcup	0	7200	6
F	35_59	3	Normal	6300	11700	4
F	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	34200	7200	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	16200	13800	5
F	35_59	1	Festivo	0	0	5
M	35_59	3	Normal	28800	0	5
M	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	2
M	16_34	0	SinOcup	10500	0	2
M	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	36600	0	7
F	35_59	3	MediaJ	25500	0	6
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	25200	0	1
F	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	28800	0	6
F	16_34	0	SinOcup	29700	0	4
F	35_59	1	DescansoNOTRAB	0	1800	7
F	M60	0	SinOcup	0	0	5
M	16_34	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	4
F	35_59	0	SinOcup	3900	0	7
M	M60	0	SinOcup	0	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	1	Normal	21600	8100	1
M	M60	0	SinOcup	0	10200	7
F	16_34	0	SinOcup	21600	0	5
F	M60	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	0	SinOcup	0	0	6
M	35_59	3	Normal	29700	0	4
M	16_34	0	SinOcup	0	0	3
M	16_34	0	SinOcup	25200	0	7
F	M60	0	SinOcup	0	0	6
F	M15	0	SinOcup	28800	0	1
F	M15	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	10500	0	6
M	16_34	4	Normal	29400	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	1	DescansoNOTRAB	0	0	6
M	35_59	3	DescansoSITRAB	31500	13200	6
M	35_59	1	DescansoNOTRAB	0	1800	7
F	35_59	1	BajaEnf	0	0	2
F	16_34	1	DescansoNOTRAB	0	0	5
M	M15	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	5100	0	6
M	M60	0	SinOcup	0	0	1
F	35_59	3	Normal	14400	7200	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M15	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	5	Normal	38700	0	3
F	M60	0	SinOcup	0	600	5
M	35_59	1	Otros	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
F	M60	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
F	M15	0	SinOcup	19800	0	2
M	35_59	1	DescansoNOTRAB	0	16500	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	0	0	6
F	35_59	3	Normal	25200	0	3
M	M15	0	SinOcup	13500	0	4
F	35_59	5	Normal	36000	0	5
M	M15	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	8100	5
F	M60	0	SinOcup	0	8100	4
M	35_59	1	Festivo	0	3000	1
M	M60	0	SinOcup	0	0	2
F	35_59	0	SinOcup	1200	12900	3
F	M60	0	SinOcup	0	14400	5
F	35_59	0	SinOcup	0	600	5
M	16_34	0	SinOcup	25200	0	5
M	16_34	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	20100	4
F	35_59	1	DescansoNOTRAB	7200	0	6
M	35_59	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	2	Normal	22800	0	1
F	M60	0	SinOcup	0	5400	7
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	13500	0	7
M	M60	0	SinOcup	0	0	5
F	16_34	0	SinOcup	27000	0	5
M	M60	0	SinOcup	0	9900	7
M	35_59	3	Normal	28800	1800	5
F	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	10200	7
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	0	SinOcup	0	0	6
F	35_59	3	Normal	17100	9600	4
M	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	37800	0	7
M	16_34	3	Normal	37500	0	1
F	16_34	1	Festivo	0	0	6
F	M15	0	SinOcup	31800	0	3
F	16_34	0	SinOcup	41700	0	3
M	16_34	0	SinOcup	22200	0	6
F	35_59	1	DescansoNOTRAB	0	1800	6
M	M60	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	0	2
M	M60	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	30600	0	4
M	35_59	3	Normal	25200	0	5
F	M60	0	SinOcup	0	0	7
M	16_34	3	Normal	22500	0	5
F	M60	0	SinOcup	0	0	1
F	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Normal	28500	600	5
F	M15	0	SinOcup	24300	0	5
M	M60	0	SinOcup	0	0	3
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	35100	0	5
F	M60	0	SinOcup	0	600	5
M	35_59	3	Normal	32400	8400	2
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	0	0	6
M	16_34	0	SinOcup	31800	0	6
F	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	19800	3000	4
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	12600	2
M	M60	0	SinOcup	0	0	4
M	16_34	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	6
M	16_34	3	Normal	32400	0	2
F	16_34	0	SinOcup	18000	0	6
F	35_59	3	Normal	33900	0	1
F	35_59	3	Normal	27000	0	7
F	16_34	0	SinOcup	30000	0	5
M	35_59	3	Normal	36300	0	5
M	16_34	3	Normal	11700	0	5
M	35_59	1	DescansoNOTRAB	0	3600	6
M	35_59	3	Normal	21600	15000	3
M	M60	0	SinOcup	0	0	1
F	M60	0	SinOcup	0	0	5
F	16_34	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	2
M	35_59	3	Normal	27000	0	7
M	35_59	0	SinOcup	0	9000	4
F	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	7
F	16_34	2	DescansoSITRAB	31800	0	7
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	24600	11700	6
F	M60	0	SinOcup	0	0	6
F	16_34	3	Normal	27300	0	5
F	35_59	3	Normal	21900	13800	5
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	5
F	16_34	0	SinOcup	39600	0	1
F	16_34	3	Normal	38700	0	5
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	7200	6
F	M60	0	SinOcup	0	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	9000	5
M	35_59	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	4
F	16_34	0	SinOcup	0	19800	3
M	M60	0	SinOcup	0	0	5
M	16_34	3	Normal	30300	0	5
F	M60	0	SinOcup	0	4500	4
F	M15	0	SinOcup	10200	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	7200	7
M	35_59	3	Normal	28500	10800	3
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	5400	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	6
F	35_59	3	Normal	27300	5400	2
F	35_59	0	SinOcup	0	6300	7
M	16_34	3	Normal	20700	0	5
F	M60	0	SinOcup	0	600	6
M	16_34	0	SinOcup	0	0	6
M	35_59	3	DescansoSITRAB	27000	0	7
F	35_59	3	Normal	24600	0	7
F	16_34	0	SinOcup	6600	0	7
M	35_59	3	Normal	29400	0	4
F	M60	3	Normal	28800	0	2
F	M60	0	SinOcup	0	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	12600	0	1
F	M60	0	SinOcup	0	0	7
F	M60	3	Normal	22500	0	5
M	M60	0	SinOcup	0	3600	6
M	M60	0	SinOcup	0	0	5
M	M60	1	BajaEnf	0	0	6
M	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	19800	0	5
F	35_59	3	Normal	21600	0	4
M	16_34	3	Normal	25200	3600	3
M	M60	0	SinOcup	0	0	7
M	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	9600	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	0	0	7
F	35_59	3	Normal	24900	2100	3
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	2
F	16_34	3	Normal	24900	0	5
M	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	5100	6
M	M15	0	SinOcup	24300	0	4
F	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	900	3
M	M60	0	SinOcup	0	0	2
M	35_59	3	Normal	25800	0	1
M	M60	0	SinOcup	0	0	6
F	35_59	1	Festivo	0	0	5
F	M15	0	SinOcup	0	11400	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
F	35_59	3	Normal	25200	0	5
M	16_34	1	Festivo	0	0	7
F	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	2700	6
M	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	6300	5
F	35_59	3	Normal	37200	0	4
M	35_59	3	Normal	27900	0	4
M	M15	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	35100	0	3
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	14400	7
F	M60	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	7200	7
M	M60	0	SinOcup	0	0	2
F	16_34	3	Normal	28800	0	1
F	16_34	0	SinOcup	3600	0	7
F	35_59	2	Otros	24600	0	5
F	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
F	16_34	0	SinOcup	28800	0	5
M	M60	0	SinOcup	0	0	6
F	16_34	3	MediaJ	19200	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	0	SinOcup	0	0	1
F	35_59	3	DescansoSITRAB	29100	0	6
F	M15	0	SinOcup	25800	7200	5
M	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	3600	7
F	35_59	0	SinOcup	9000	0	4
F	M60	0	SinOcup	0	9000	6
F	M60	0	SinOcup	0	0	6
F	16_34	1	Otros	2700	29700	1
F	35_59	1	DescansoNOTRAB	0	0	4
M	35_59	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	5
M	16_34	3	Normal	31800	1800	2
M	35_59	3	Normal	28200	0	5
F	16_34	1	DescansoNOTRAB	0	11700	6
M	M60	0	SinOcup	0	0	7
F	35_59	3	MediaJ	15000	0	6
F	35_59	4	Normal	25200	0	6
F	35_59	3	Normal	27000	0	5
F	16_34	1	Festivo	0	0	2
F	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	3
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	35_59	1	BajaEnf	0	20700	4
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	3	Normal	24300	0	5
M	16_34	0	SinOcup	31800	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	BajaEnf	0	0	1
F	35_59	1	DescansoNOTRAB	0	2700	7
F	16_34	1	Festivo	0	0	6
F	16_34	0	SinOcup	11700	0	3
M	35_59	3	Normal	38100	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	2	Otros	27900	0	7
M	16_34	0	SinOcup	0	0	2
F	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	18600	4
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	5
M	M60	0	SinOcup	0	0	5
F	16_34	4	Normal	22200	0	1
F	35_59	3	Normal	25200	9000	2
M	35_59	1	DescansoNOTRAB	0	7500	7
F	35_59	3	Normal	34800	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	1800	5
M	35_59	1	DescansoNOTRAB	0	3000	5
M	35_59	1	DescansoNOTRAB	0	0	4
M	35_59	3	Normal	28800	13800	7
F	M15	0	SinOcup	11100	0	7
F	35_59	0	SinOcup	0	0	5
M	35_59	0	SinOcup	0	7200	6
F	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	19800	5
M	35_59	1	DescansoNOTRAB	0	0	5
F	35_59	1	Otros	0	0	3
M	35_59	3	Normal	27000	5400	3
F	35_59	3	Normal	29700	10500	3
M	M15	0	SinOcup	7200	0	6
F	35_59	0	SinOcup	0	2400	6
F	35_59	0	SinOcup	0	12600	7
M	35_59	3	Normal	18000	5400	5
F	35_59	1	DescansoNOTRAB	0	24300	7
F	35_59	4	Normal	23400	0	5
F	M60	0	SinOcup	0	7200	2
F	35_59	0	SinOcup	0	14100	5
M	16_34	0	SinOcup	33000	0	7
M	35_59	3	Normal	21000	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	29700	0	4
M	M15	0	SinOcup	5400	0	7
M	35_59	1	DescansoNOTRAB	0	12600	6
F	35_59	3	Normal	21000	12600	5
M	35_59	3	Normal	37800	0	5
F	35_59	1	DescansoNOTRAB	0	900	6
M	35_59	3	MediaJ	24000	0	5
F	35_59	3	MediaJ	18000	1800	7
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	5	Normal	28800	15000	3
M	M60	0	SinOcup	0	0	4
F	35_59	0	SinOcup	0	6000	7
F	16_34	1	DescansoNOTRAB	0	1800	6
M	M15	0	SinOcup	22500	0	2
M	35_59	1	DescansoNOTRAB	0	3600	7
M	16_34	1	DescansoNOTRAB	0	0	7
F	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	26100	0	5
M	35_59	1	DescansoNOTRAB	0	3300	6
M	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	2	Normal	25200	0	3
M	35_59	5	Normal	14400	9600	1
M	35_59	3	Normal	33300	0	4
F	35_59	5	Normal	21600	7200	5
F	35_59	1	DescansoNOTRAB	0	9900	7
F	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	0	SinOcup	0	9000	5
M	16_34	0	SinOcup	0	0	5
F	M15	0	SinOcup	28800	0	4
M	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	3	DescansoSITRAB	19200	5400	7
F	35_59	3	MediaJ	17400	15900	5
F	35_59	1	DescansoNOTRAB	0	4800	7
M	35_59	3	Normal	28800	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	35_59	5	Normal	19500	0	5
F	35_59	1	Otros	0	19800	6
F	M15	0	SinOcup	9000	0	6
M	35_59	1	DescansoNOTRAB	0	7200	5
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	19500	0	4
M	M60	1	DescansoNOTRAB	0	0	7
M	16_34	1	Festivo	0	0	5
F	35_59	1	Festivo	0	0	5
M	35_59	3	Normal	27000	0	3
F	35_59	0	SinOcup	0	10800	1
F	16_34	0	SinOcup	3900	0	7
M	16_34	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	3
F	35_59	3	Normal	25500	0	7
F	35_59	3	Normal	21600	10800	2
M	M15	0	SinOcup	0	0	6
F	35_59	3	Normal	21900	0	4
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	1	DescansoNOTRAB	0	2700	7
M	35_59	3	Otros	27000	0	5
M	35_59	5	Normal	7200	1800	1
M	M60	0	SinOcup	0	0	5
F	35_59	0	SinOcup	0	14400	7
F	35_59	1	DescansoNOTRAB	0	0	6
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	2700	7
F	35_59	3	Normal	12600	14400	1
M	16_34	3	Normal	28800	0	3
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	33600	0	6
M	35_59	3	Normal	27000	0	2
F	M15	0	SinOcup	4800	0	6
F	35_59	1	BajaEnf	0	0	5
F	M15	0	SinOcup	36000	0	5
M	M60	0	SinOcup	0	0	7
F	35_59	3	Normal	20400	0	5
M	35_59	3	Normal	33000	900	5
M	M15	0	SinOcup	3600	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	29400	3900	4
F	M15	0	SinOcup	23400	6600	5
M	35_59	0	SinOcup	0	0	1
M	M60	3	DescansoSITRAB	28800	0	7
M	35_59	3	Normal	43500	0	4
F	M60	0	SinOcup	0	0	7
F	35_59	0	SinOcup	0	31200	7
M	35_59	3	Normal	25800	0	5
F	M60	0	SinOcup	0	0	6
F	16_34	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	7
M	35_59	0	SinOcup	0	0	6
M	16_34	3	Normal	34800	0	5
M	35_59	0	SinOcup	0	2700	6
F	M60	5	Normal	27600	0	7
F	16_34	3	Normal	37200	0	5
M	35_59	3	Normal	28800	0	5
F	M60	0	SinOcup	0	0	3
M	16_34	0	SinOcup	18000	0	5
M	M60	0	SinOcup	0	0	2
F	35_59	3	Normal	24600	0	1
F	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	2
F	M60	0	SinOcup	0	7200	6
M	35_59	3	Normal	32400	0	6
M	16_34	1	Festivo	0	0	5
M	35_59	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	5
F	35_59	0	SinOcup	0	0	4
M	M60	0	SinOcup	7200	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	6
F	16_34	3	Normal	21600	0	5
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	28200	9600	5
M	M15	0	SinOcup	3600	0	6
F	35_59	3	Normal	22500	0	5
F	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	6
F	M60	1	Otros	20700	0	7
M	16_34	3	MediaJ	28800	0	1
F	M60	0	SinOcup	0	0	7
F	16_34	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	4
F	35_59	3	Normal	27600	0	6
F	M60	0	SinOcup	0	18000	7
F	16_34	0	SinOcup	0	0	6
M	M60	3	Normal	26400	0	5
M	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	24300	0	5
M	16_34	1	DescansoNOTRAB	0	0	6
M	M15	0	SinOcup	29700	0	5
M	35_59	3	Normal	24000	0	3
F	35_59	3	Normal	28500	0	5
M	16_34	3	Normal	28800	0	3
F	16_34	1	DescansoNOTRAB	0	0	6
M	35_59	3	Normal	27600	0	2
F	35_59	3	Normal	26100	0	6
M	35_59	3	Normal	25200	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	40200	0	5
M	M60	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	4500	0	6
M	M60	0	SinOcup	0	0	1
M	M60	0	SinOcup	0	0	7
F	35_59	1	BajaEnf	0	8700	3
F	16_34	1	DescansoNOTRAB	0	0	6
F	35_59	3	Normal	36000	0	5
F	35_59	3	Normal	24300	0	4
F	16_34	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	7
M	16_34	3	DescansoSITRAB	27000	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
F	M60	0	SinOcup	0	0	4
F	M60	0	SinOcup	0	0	6
F	16_34	0	SinOcup	0	14400	4
M	35_59	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	7
F	M15	0	SinOcup	14100	0	3
M	35_59	3	Normal	29100	6300	2
F	35_59	3	MediaJ	15300	0	5
M	35_59	3	MediaJ	21600	9900	5
F	16_34	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	0	5
F	M60	0	SinOcup	0	0	6
M	16_34	0	SinOcup	31500	0	3
M	35_59	3	Normal	44100	0	6
F	35_59	0	SinOcup	0	0	4
F	M60	3	Normal	17400	0	1
F	16_34	3	Normal	24600	0	2
M	16_34	0	SinOcup	28800	0	5
F	16_34	0	SinOcup	13800	3600	7
M	M60	0	SinOcup	0	0	6
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	3	Normal	28800	0	5
F	35_59	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	1
M	16_34	0	SinOcup	15300	0	4
F	35_59	1	DescansoNOTRAB	0	3900	5
F	16_34	0	SinOcup	0	16200	1
M	16_34	1	Festivo	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	16_34	0	SinOcup	0	0	5
M	35_59	5	Normal	30000	2400	6
M	35_59	1	DescansoNOTRAB	0	0	5
M	35_59	1	DescansoNOTRAB	0	1800	5
M	M15	0	SinOcup	7200	0	7
F	35_59	3	Normal	26100	0	3
F	35_59	1	DescansoNOTRAB	0	0	6
M	35_59	4	Normal	28800	600	5
F	35_59	1	BajaEnf	0	7500	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	0	0	7
F	16_34	0	SinOcup	3600	0	6
F	35_59	3	Normal	28800	1800	6
M	16_34	0	SinOcup	0	0	6
M	35_59	3	Normal	27900	0	5
F	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	28800	0	4
F	35_59	3	Normal	26100	0	5
F	16_34	3	Normal	21600	10500	1
F	M60	0	SinOcup	0	0	7
M	M60	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	2
F	M60	0	SinOcup	5400	0	5
F	16_34	0	SinOcup	7200	0	6
F	M60	0	SinOcup	0	0	6
F	35_59	0	SinOcup	15300	900	1
F	35_59	1	DescansoNOTRAB	0	27000	7
M	16_34	3	Normal	49800	0	6
M	35_59	1	DescansoNOTRAB	0	1800	7
F	M15	0	SinOcup	23700	0	5
F	M60	0	SinOcup	0	0	4
M	35_59	3	Normal	16800	2100	3
F	M60	0	SinOcup	0	0	6
M	35_59	3	Normal	33900	0	5
M	M60	0	SinOcup	0	0	7
F	35_59	1	DescansoNOTRAB	0	0	7
M	M60	3	Normal	29400	6000	2
F	35_59	3	Otros	19200	0	4
F	16_34	1	BajaEnf	0	43200	3
F	35_59	3	Normal	21600	8100	2
M	35_59	0	SinOcup	8100	0	6
M	16_34	0	SinOcup	21600	0	6
F	M60	3	Normal	25200	0	7
M	M15	0	SinOcup	18000	0	5
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	3	Normal	21600	0	5
F	35_59	3	MediaJ	26400	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	0	0	6
F	M60	0	SinOcup	0	0	5
M	35_59	3	Normal	32700	0	5
F	M15	0	SinOcup	18600	0	5
F	35_59	3	Normal	28800	0	3
F	35_59	0	SinOcup	18000	0	3
M	35_59	1	DescansoNOTRAB	0	7200	7
F	M60	0	SinOcup	0	0	4
M	35_59	1	DescansoNOTRAB	0	0	6
F	M15	0	SinOcup	22500	0	5
M	35_59	1	DescansoNOTRAB	0	0	7
F	16_34	0	SinOcup	16200	0	6
M	35_59	3	Normal	28800	0	2
F	16_34	0	SinOcup	23100	0	7
M	35_59	3	Normal	25800	0	5
F	35_59	1	Otros	0	0	7
M	M15	0	SinOcup	0	0	6
F	35_59	3	Normal	28800	0	5
M	35_59	1	DescansoNOTRAB	0	12000	6
F	M15	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	10500	5
M	M60	0	SinOcup	0	0	7
M	35_59	3	Normal	27900	0	5
M	35_59	3	Normal	29700	0	1
F	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	8100	0	6
F	35_59	1	DescansoNOTRAB	0	10500	7
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	22500	0	5
M	35_59	3	Normal	28800	0	6
M	35_59	1	DescansoNOTRAB	0	0	6
F	35_59	1	BajaEnf	0	0	2
F	35_59	1	DescansoNOTRAB	0	0	7
F	35_59	3	Otros	13200	0	5
F	35_59	3	Normal	22500	9000	5
F	M60	0	SinOcup	0	0	1
M	35_59	1	DescansoNOTRAB	0	0	6
M	M15	0	SinOcup	14400	0	5
F	M60	1	DescansoNOTRAB	0	0	7
M	M60	0	SinOcup	3600	0	4
F	35_59	1	DescansoNOTRAB	0	0	7
M	M15	0	SinOcup	5400	0	5
F	M60	0	SinOcup	0	4800	5
F	16_34	1	Festivo	0	0	6
M	35_59	0	SinOcup	14400	0	3
M	M60	0	SinOcup	0	4500	6
F	M60	3	Normal	22200	0	5
F	M60	0	SinOcup	0	0	6
M	35_59	0	SinOcup	0	0	6
F	16_34	0	SinOcup	7800	0	4
F	M60	3	Normal	24600	0	3
M	35_59	3	Normal	14400	0	5
F	M15	0	SinOcup	1800	0	7
F	35_59	0	SinOcup	0	0	7
F	M60	0	SinOcup	0	0	6
M	M60	0	SinOcup	0	6300	6
M	M60	0	SinOcup	14100	0	1
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	15300	7
F	M60	1	DescansoNOTRAB	0	0	5
F	16_34	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	1	DescansoNOTRAB	0	11100	5
F	35_59	1	DescansoNOTRAB	0	2400	6
F	M60	0	SinOcup	0	0	7
M	M60	0	SinOcup	0	0	7
M	16_34	0	SinOcup	0	0	7
M	M15	0	SinOcup	0	0	5
F	35_59	0	SinOcup	0	13500	6
M	16_34	1	DescansoNOTRAB	0	3600	6
F	M60	0	SinOcup	0	0	1
F	35_59	3	Normal	28800	0	2
M	35_59	3	DescansoSITRAB	35400	0	5
M	M60	0	SinOcup	0	0	3
F	M60	0	SinOcup	0	0	1
M	35_59	4	Normal	19800	900	4
F	M60	0	SinOcup	0	0	6
M	M15	0	SinOcup	3600	0	6
M	35_59	3	Otros	23700	0	5
F	M60	0	SinOcup	0	0	2
M	35_59	3	Normal	34200	7200	1
F	M60	0	SinOcup	0	0	5
M	35_59	3	DescansoSITRAB	25200	0	7
M	16_34	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	16_34	1	BajaEnf	0	0	3
F	M60	0	SinOcup	0	0	7
M	35_59	1	DescansoNOTRAB	0	0	6
F	M60	0	SinOcup	0	0	5
F	35_59	1	DescansoNOTRAB	0	0	6
M	16_34	0	SinOcup	600	0	7
F	M60	0	SinOcup	0	0	7
F	M60	1	DescansoNOTRAB	0	0	7
M	35_59	3	Normal	22200	0	5
M	M60	0	SinOcup	0	0	5
